season,game_id,game_date,home_team,away_team,home_score,away_score,label,home_win,is_playoff,is_neutral,elo_diff
2021,401311253,2021-03-21,IOWA,CMU,87,72,1,1,1,1,0.0
2021,401311209,2021-03-21,VT,MARQ,70,63,1,1,1,1,0.0
2021,401311210,2021-03-21,OKST,WAKE,84,61,1,1,1,1,0.0
2021,401311252,2021-03-21,UK,IDST,71,63,1,1,1,1,0.0
2021,401311239,2021-03-21,TENN,MTSU,87,62,1,1,1,1,0.0
2021,401311240,2021-03-21,MICH,FGCU,87,66,1,1,1,1,0.0
2021,401311241,2021-03-21,NCSU,NCAT,79,58,1,1,1,1,0.0
2021,401311208,2021-03-21,BAY,JKST,101,52,1,1,1,1,0.0
2021,401311224,2021-03-21,GT,SFA,54,52,1,1,1,1,0.0
2021,401311254,2021-03-21,SYR,SDST,72,55,1,1,1,1,0.0
2021,401311226,2021-03-21,SC,MER,79,53,1,1,1,1,0.0
2021,401311225,2021-03-21,ORST,FSU,83,59,1,1,1,1,0.0
2021,401311255,2021-03-21,CONN,HPU,102,59,1,1,1,1,0.0
2021,401311223,2021-03-21,WVU,LEH,77,53,1,1,1,1,0.0
